#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2022-09-02T18:25:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ631248d42a3e4c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-order=I
#-out.src=I/239/hip_main
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=hipparcos&HTTPPRM:&&-ref=VIZ631248d42a3e4c&-out.max=50&-out.form=HTML Table&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HIP&-out=Vmag&Vmag=<=6&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-out=_RA.icrs&-out=_DE.icrs&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=I/239/hip_main
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-out=HIP
#-out=Vmag
#Vmag=<=6
#-out=Plx
#-out=pmRA
#-out=pmDE
#-out=e_Plx
#-out=B-V
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	pmRA	(F8.2)	*? Proper motion mu_alpha.cos(delta), ICRS(H12)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	*? Proper motion mu_delta, ICRS (H13)	[ucd=pos.pm;pos.eq.dec]
#Column	e_Plx	(F6.2)	? Standard error in Plx (H16)	[ucd=stat.error;pos.parallax]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
HIP|Vmag|Plx|pmRA|pmDE|e_Plx|B-V|_RA.icrs|_DE.icrs
 21986| 5.98|   8.04|   28.84|  -29.27|  1.39| 0.645|070.89477018|-08.79431701
 22024| 5.78|   2.43|    4.44|    1.51|  0.82|-0.076|071.02216938|-08.50357058
 22028| 5.53|  11.06|   52.09|  -17.64|  0.78| 0.025|071.03325764|-18.66658598
 22040| 5.28|  14.66|   29.32|   44.19|  0.51| 0.206|071.08813792|-59.73273311
 22044| 5.39|  20.73|   98.87|  -13.47|  0.88| 0.251|071.10761816|+11.14613659
 22086| 5.72|   5.20|   16.86|  -17.14|  0.69| 1.476|071.26733841|-21.28338279
 22109| 4.01|   6.13|   17.27|  -13.51|  1.03|-0.148|071.37562968|-03.25465749
 22157| 5.35|  12.24|   67.48|   -7.09|  0.86| 0.197|071.50725414|+11.70559099
 22176| 5.99|  10.81|   73.03|  -69.79|  0.94| 1.221|071.57011995|+18.73469274
 22220| 5.99|   7.36|    8.99|  -37.10|  0.85| 0.934|071.68532772|+40.31259017
 22263| 5.49|  75.10|  130.41|  169.20|  0.80| 0.632|071.90121577|-16.93445603
 22287| 5.29|  20.12|   53.02| -146.40|  0.79| 0.246|072.00113806|+56.75718336
 22325| 5.76|  24.06|    7.09|   39.68|  0.75| 0.537|072.13555403|-16.32948449
 22336| 5.77|  37.73|  312.68| -249.28|  0.89| 0.631|072.15160693|-05.67404466
 22361| 5.96|  21.92|   37.56| -133.28|  0.57| 0.283|072.20980564|+75.94121963
 22393| 5.57|  13.90|   16.81| -102.84|  0.81| 1.132|072.30352712|+31.43737497
 22407| 5.84|   9.71|   25.80|  -31.74|  0.92| 0.250|072.32948838|+32.58819079
 22449| 3.19| 124.60|  463.44|   11.62|  0.95| 0.484|072.46004413|+06.96127568
 22453| 4.89|   6.18|  -38.40|   38.48|  0.84| 1.447|072.47765965|+37.48827484
 22479| 5.03|  13.40|   44.95|   51.26|  0.68| 0.992|072.54840181|-16.21715883
 22509| 4.35|  16.84|   -0.87|  -31.57|  1.28| 0.010|072.65300729|+08.90017585
 22531| 5.58|  26.97|  -79.08|   87.79|  1.32| 0.341|072.73045338|-53.46150774
 22545| 5.64|  10.16|  -43.00|  -30.30|  0.75| 1.013|072.78885722|+48.74068466
 22549| 3.68|   2.59|   -3.62|    1.03|  0.80|-0.157|072.80151623|+05.60510396
 22565| 5.08|  17.27|   79.66|  -32.76|  0.82| 0.214|072.84359342|+18.83986122
 22573| 5.82|  11.39|   24.68|  -22.43|  0.59| 0.105|072.86756778|-34.90628652
 22626| 5.47|   6.53|   38.15|  -94.28|  0.71| 1.559|073.02174730|+63.50542084
 22667| 4.71|   6.02|   -2.62|  -56.13|  0.94| 1.773|073.13317557|+14.25064185
 22678| 4.79|   5.81|  -25.97|   -3.89|  0.82| 1.414|073.15825132|+36.70318691
 22697| 5.97|   9.27|   44.73|  -35.83|  0.85| 0.368|073.19632090|+27.89748524
 22699| 5.68|   6.31|  -11.07|    0.11|  0.82| 0.115|073.19898630|+42.58662618
 22701| 4.36|  14.39|  -18.01|   25.03|  0.88| 0.257|073.22362423|-05.45269507
 22730| 5.33|   5.11|   29.67|  -16.40|  0.92| 1.632|073.34488587|+02.50822505
 22783| 4.26|   0.47|    0.49|    7.31|  0.60|-0.008|073.51254722|+66.34267806
 22797| 3.71|   2.43|    1.43|    0.23|  0.93|-0.179|073.56290198|+02.44067205
 22833| 5.18|  13.54|  -16.31|   13.63|  0.95| 0.121|073.69540365|+11.42600649
 22834| 5.33|   7.39|  -21.74|  -27.14|  0.87| 1.214|073.69908791|+07.77909728
 22840| 5.98|   3.38|   -0.49|   -4.89|  1.01|-0.116|073.71128430|+00.46716657
 22845| 4.64|  27.04|   40.08| -128.37|  0.94| 0.085|073.72386617|+10.15083310
 22854| 5.52|   4.93|  -16.14|   -8.60|  0.83| 0.015|073.76302196|+55.25910865
 22860| 5.71|   6.85|    4.88|   -8.94|  0.63| 0.953|073.77843208|-16.74066998
 22871| 5.47|   4.58|   27.60|   61.88|  0.47| 1.518|073.79667354|-74.93685192
 22881| 5.71|  11.30|   11.79|   36.48|  0.82| 0.874|073.82770524|-16.41776658
 22913| 5.79|   7.71|   -4.54|  -11.54|  0.87|-0.085|073.95897214|+15.04027834
 22936| 5.75|   6.82|   -2.59|   18.06|  0.84| 0.105|074.02947644|+52.86976107
 22957| 4.06|  19.26|  -77.77|  -45.97|  1.05| 1.158|074.09281008|+13.51446582
 22958| 5.50|   4.41|   -5.67|   -2.32|  1.29|-0.123|074.10077468|-05.17135630
 23015| 2.69|   6.37|    3.63|  -18.54|  0.96| 1.490|074.24841152|+33.16609031
 23040| 4.43|   8.68|  -24.17|    7.53|  0.81|-0.017|074.32165240|+53.75210119
 23043| 5.51|   6.91|  -11.16|  -12.30|  0.75| 1.304|074.34308584|+17.15367690
 23068| 5.79|   6.92|    2.61|   -9.37|  1.03| 1.109|074.45269677|+23.94856215
 23088| 5.79|  11.01|   26.23|  -47.62|  0.90| 0.018|074.53913863|+25.05040555
 23123| 4.47|   3.42|   -1.59|   -7.93|  0.86| 1.369|074.63709138|+01.71401579
 23148| 5.84|   9.34|   -5.10|    4.12|  0.48| 0.932|074.71235207|-82.47051254
 23166| 5.65|  23.17| -121.61|  127.52|  0.83| 0.447|074.75568295|-16.37602687
 23179| 4.93|  20.50|   46.26|  -97.81|  0.94| 0.037|074.81420672|+37.89024467
 23221| 5.39|  18.29|   19.49| -136.75|  1.09| 0.797|074.96021841|-10.26332504
 23231| 4.78|  11.21|   40.37|  -86.89|  0.74| 0.267|074.98223836|-12.53741569
 23261| 5.95|  18.86|  -10.93|   -1.21|  1.26| 0.415|075.07641266|+39.39470095
 23265| 5.09|   9.46|    0.99|   27.47|  0.53| 1.304|075.08633624|+81.19408784
 23362| 4.91|  15.60|   36.68|  -15.47|  0.73|-0.047|075.35658602|-20.05191838
 23364| 4.80|   3.41|   -0.23|    5.16|  0.82|-0.164|075.35976995|-07.17396548
 23408| 5.91|   6.55|    4.84|  -22.75|  0.91| 1.267|075.45980428|+00.72211174
 23416| 3.03|   1.60|    0.18|   -2.31|  1.16| 0.537|075.49222568|+43.82330836
 23430| 5.01|  13.45|   85.79|  -76.63|  0.59| 1.056|075.54092425|-26.27502946
 23446| 5.92|   9.90|   -6.44|   85.28|  0.63| 1.170|075.59501962|-31.77133289
 23453| 3.69|   4.14|    8.88|  -21.43|  0.81| 1.154|075.61952888|+41.07583744
 23467| 5.30|   5.08|   -3.54|   10.68|  0.50| 0.996|075.67916017|-71.31430012
 23474| 5.74|   6.22|   61.22|   14.58|  0.72| 1.188|075.68743051|-22.79505224
 23475| 5.86|  10.48|   42.23|    2.02|  0.85| 1.212|075.68914486|-04.21012059
 23482| 5.37|  38.19|  -43.96|   27.18|  0.51| 0.421|075.70285908|-49.15140722
 23497| 4.62|  20.01|   68.94|  -40.85|  0.91| 0.155|075.77394720|+21.58996241
 23522| 4.03|   3.27|   -6.11|  -14.78|  0.74| 0.921|075.85454190|+60.44224552
 23554| 5.61|  16.65|   25.69|  -38.42|  0.64| 0.094|075.97196597|-24.38815073
 23595| 4.55|  17.63|  126.17|  -44.36|  0.54| 1.177|076.10167557|-35.48297839
 23607| 4.65|   8.15|   18.40|  -30.99|  0.97|-0.064|076.14228959|+15.40410527
 23649| 5.05|   6.88|   68.74|   -3.03|  0.50| 1.484|076.24172658|-49.57783750
 23668| 5.71|  13.58|   10.48|  -62.10|  0.64| 1.166|076.31748300|-26.15239077
 23685| 3.19|  14.39|   19.27|  -72.35|  0.68| 1.460|076.36526770|-22.37103258
 23693| 4.71|  85.83|  -31.87|  117.42|  0.46| 0.526|076.37773246|-57.47270388
 23734| 5.22|   4.86|   -6.16|   -7.67|  0.75|-0.080|076.53521982|+58.97237221
 23766| 6.00|   5.79|   41.94|  -75.92|  0.83| 1.380|076.62377867|+61.16975617
 23767| 3.18|  14.87|   30.60|  -68.41|  0.74|-0.148|076.62871992|+41.23447447
 23783| 4.98|  38.14|  -29.31| -173.95|  0.79| 0.343|076.66929484|+51.59772034
 23794| 5.12|  11.65|   10.05|    0.00|  0.73|-0.059|076.69021954|-04.65516319
 23831| 5.97|  27.60|  136.07| -107.12|  0.67| 0.606|076.85401374|-12.49126950
 23835| 4.91|  63.02|  536.05|   18.51|  0.93| 0.657|076.86252530|+18.64505209
 23840| 5.19|   5.20|   12.57|  -44.74|  0.46| 1.646|076.89178129|-63.39967892
 23871| 5.28|  18.80|  -49.12|  -31.33|  0.82| 0.118|076.95165826|+20.41837870
 23875| 2.78|  36.71|  -83.39|  -75.44|  0.76| 0.161|076.96243797|-05.08644618
 23879| 5.33|  16.84|   34.96|  -59.49|  1.32| 0.338|076.97039079|+08.49842889
 23883| 5.84|   3.16|    1.75|   -6.24|  0.81| 0.168|076.98098305|+21.70482079
 23900| 5.50|   1.01|    1.74|   -5.29|  0.95| 0.030|077.02759748|+24.26517479
 23916| 5.80|   4.29|    3.68|  -20.78|  0.91|-0.059|077.08412539|-08.66532440
 23941| 5.11|  39.99|   55.62|   16.03|  0.70| 0.455|077.18208035|-04.45620729
 23972| 4.25|   1.86|    0.00|   -2.01|  0.88|-0.187|077.28659571|-08.75408096
 23983| 5.43|  18.54|   63.54|   -7.87|  0.83| 0.249|077.33184125|+09.82957855
 24010| 4.81|  10.24|   -7.12|  -16.14|  0.96| 0.313|077.42481287|+15.59723234
 24019| 5.93|  18.28|   55.86|  -60.57|  1.30| 0.311|077.43788444|+28.03046113
 24109| 5.67|  21.64|   57.35| -150.22|  0.87| 0.452|077.67883284|+46.96206999
 24162| 5.89|  26.04|   81.46|    1.44|  0.83| 0.462|077.82990325|-02.49078242
 24169| 5.60|   7.30|   31.76|   56.93|  0.71| 1.350|077.84529701|-11.84908878
 24197| 5.18|  10.15|    3.46|    6.32|  0.82| 1.525|077.92318143|+16.04567302
 24203| 5.88|   3.56|    0.95|  -11.12|  1.30| 0.662|077.93896231|+01.03702762
 24244| 4.45|  13.53|   24.95|  -31.22|  0.69|-0.099|078.07459272|-11.86921875
 24254| 5.44|   8.71|    4.31|  -28.83|  0.55|-0.108|078.09357738|+73.94667428
 24294| 5.90|   7.31|   21.87|  -31.50|  0.74| 0.960|078.20053766|-06.05719037
 24305| 3.29|  17.69|   45.66|  -16.13|  0.71|-0.110|078.23292017|-16.20546821
 24327| 4.36|   5.83|  -12.22|   -1.32|  0.69|-0.094|078.30782374|-12.94129154
 24331| 4.46|   9.49|    3.05|    4.94|  0.82| 1.166|078.32283913|+02.86126547
 24340| 4.82|  20.08|  -18.66|  -72.41|  1.39| 0.189|078.35715692|+38.48449794
 24372| 4.81|   5.97|   18.18|   38.96|  0.48| 1.274|078.43939254|-67.18525507
 24426| 5.75|   6.73|   11.33|   14.20|  0.56| 1.009|078.62019205|-35.97699618
 24436| 0.18|   4.22|    1.87|   -0.56|  0.81|-0.030|078.63446812|-08.20164055
 24450| 5.50|   5.45|   -7.01|    8.74|  0.97| 1.369|078.68353428|+05.15615058
 24505| 5.06|  11.98|   10.88|  -29.41|  0.64|-0.067|078.85155213|-26.94350871
 24504| 5.01|  12.14|  -27.05|   12.47|  1.17| 0.222|078.85163722|+32.68760021
 24555| 5.52|   8.86|   -8.52|   -6.54|  0.75|-0.012|079.01722563|+11.34135364
 24575| 5.99|   2.24|   -4.05|   43.22|  0.74| 0.199|079.07562348|+34.31231693
 24608| 0.08|  77.29|   75.52| -427.13|  0.89| 0.795|079.17232940|+45.99799111
 24659| 4.81|  29.63|   93.71| -336.53|  0.54| 0.987|079.37120834|-34.89520756
 24674| 3.59|   5.88|  -15.31|   -9.57|  0.77|-0.115|079.40162477|-06.84440942
 24679| 5.48|  20.69|   -7.59|  -48.49|  0.78| 0.932|079.41767376|-13.51982564
 24727| 4.54|  13.92|   29.86| -160.98|  1.39| 1.252|079.54403740|+33.37161284
 24732| 5.81|   9.09|   -7.94|  -26.82|  0.57|-0.023|079.55515259|+73.26807130
 24738| 5.55|   4.70|   18.11|  -30.50|  0.85| 1.492|079.56540451|+42.79211104
 24786| 5.96|  40.11|  385.00|   61.32|  0.76| 0.572|079.71030085|-18.13005042
 24799| 5.38|   7.28|   13.62|  -29.63|  0.70|-0.167|079.75012031|+33.74839374
 24813| 4.69|  79.08|  519.39| -664.79|  0.90| 0.630|079.78531028|+40.09905150
 24817| 5.34|  16.47|  -18.14|  -53.30|  1.21| 0.412|079.79674571|+02.59580646
 24822| 4.96|  15.83|   19.62|  -81.08|  0.86| 0.937|079.81917563|+22.09649397
 24829| 5.44|  27.70|   23.00|  227.39|  0.50| 0.517|079.84222880|-50.60596740
 24831| 5.98|   7.31|   -3.46|   -8.09|  0.61|-0.022|079.84868696|-27.36888386
 24845| 4.29|   3.03|   -2.49|   -4.74|  0.77|-0.235|079.89385195|-13.17678850
 24873| 5.29|   9.83|  -12.12|    7.97|  0.80|-0.104|079.99593136|-12.31558519
 24879| 5.05|   1.06|    0.02|   -3.68|  0.77| 0.287|080.00383775|+33.95805371
 24902| 5.46|  10.66|  -18.10|  -52.22|  1.00| 0.122|080.06112383|+41.08621224
 24914| 5.64|   1.65|   -3.00|   -2.34|  0.67| 1.728|080.09421143|+62.65371097
 24927| 4.70|   7.11|   10.78|   -9.91|  0.67|-0.048|080.11216036|-21.23976341
 25001| 5.66|  11.72|   -1.54|   -0.19|  0.87| 0.060|080.30286394|+29.56988416
 25028| 5.68|   3.03|   -0.28|    1.18|  0.77|-0.125|080.38268143|-00.41649110
 25041| 5.78|   4.43|   -2.20|   -2.97|  0.83|-0.114|080.43150113|+08.42855620
 25044| 4.72|   2.53|    0.45|    1.67|  0.74|-0.168|080.44061639|-00.38246516
 25045| 5.06|  11.09|  -20.55|  -12.99|  0.85| 0.662|080.44272695|-24.77298153
 25048| 5.22|   5.08|   13.42|  -37.38|  0.80|-0.129|080.45173208|+41.80457259
 25110| 5.08|  47.66|  -78.60|  161.13|  0.52| 0.506|080.63971624|+79.23114864
 25142| 4.99|   3.39|   -2.00|    1.80|  0.87|-0.096|080.70833393|+03.54445246
 25143| 5.54|  10.87|  -12.49|    2.94|  0.79| 0.127|080.70964521|+41.02926041
 25187| 5.99|   6.61|   -1.73|   -2.91|  0.95|-0.037|080.82712628|-08.41559518
 25194| 5.73|   5.81|   26.66|    5.04|  0.54| 1.626|080.85010321|-39.67842334
 25197| 5.24|   9.59|   14.94|  -55.97|  0.77|-0.011|080.86601143|+57.54439534
 25202| 5.25|   1.80|    1.07|   -0.92|  0.75|-0.219|080.87565198|-13.92735207
 25223| 5.69|   4.03|    1.21|   -2.09|  0.74|-0.208|080.92628878|-00.15981802
 25247| 4.13|  18.71|  -13.91|  -44.80|  0.74| 0.943|080.98678426|-07.80806458
 25278| 5.00|  68.19|  250.40|   -7.42|  0.94| 0.544|081.10609747|+17.38353401
 25280| 5.64|  14.84|   34.67|  -15.86|  0.72|-0.001|081.11870729|-16.97578068
 25281| 3.35|   3.62|   -0.54|   -3.21|  0.88|-0.240|081.11923643|-02.39714624
 25282| 5.07|  18.93|   -5.03|  140.19|  0.82| 0.961|081.12045060|-00.89132828
 25291| 5.94|   3.97|  -10.61|   -6.20|  0.79| 0.034|081.16049729|+31.14314791
 25292| 5.02|   6.35|   -0.27|  -12.13|  0.78| 1.445|081.16309118|+37.38534566
 25302| 4.89|   2.94|    0.12|   -0.60|  0.87|-0.200|081.18677733|+01.84644465
 25329| 5.60|   5.13|    3.16|  -17.09|  0.81| 1.543|081.25726707|-10.32888694
 25336| 1.64|  13.42|   -8.75|  -13.28|  0.98|-0.224|081.28276276|+06.34970223
 25397| 5.78|  23.24|    3.43|  -19.06|  1.39| 0.441|081.49927144|-19.69539929
 25428| 1.65|  24.89|   23.28| -174.22|  0.88|-0.130|081.57297249|+28.60745001
 25429| 5.14|   6.98|   -8.22|   32.22|  0.51| 0.986|081.58028197|-58.91252040
 25471| 5.92|   2.53|   -0.22|   -7.33|  0.93| 0.138|081.70334644|+34.39180992
 25473| 4.59|   2.30|    0.34|   -1.11|  0.85|-0.199|081.70928488|+03.09567448
 25488| 5.86|  10.52|    3.27|  108.48|  0.55| 0.239|081.77216893|-40.94350961
 25492| 5.69|   1.41|    0.27|   -4.54|  0.83| 0.175|081.78447075|+30.20860309
 25499| 5.40|   4.88|    7.88|  -21.06|  0.95|-0.090|081.79205662|+17.96221647
 25539| 4.88|   4.69|    1.75|   -6.96|  0.96|-0.140|081.90868809|+21.93696527
 25541| 5.08|   8.14|   -1.44|  -38.81|  0.80| 1.400|081.91202636|+34.47589210
 25555| 5.52|   5.77|    4.39|  -21.26|  0.84| 0.015|081.94003547|+15.87405219
 25583| 5.77|   4.63|   16.53|  -46.15|  0.92| 1.634|082.00671105|+17.23912965
 25606| 2.81|  20.49|   -5.03|  -85.92|  0.85| 0.807|082.06134664|-20.75944097
 25608| 5.56|  11.10|   11.90|   67.75|  0.52| 0.026|082.06389840|-37.23076663
 25695| 5.47|   7.52|   11.44|  -37.36|  1.09|-0.042|082.31875058|+25.15021515
 25708| 5.80|   6.98|  -28.01|   -9.45|  0.83| 1.149|082.34868860|-03.44639371
 25737| 4.71|   7.15|    0.19|  -26.08|  0.80| 1.592|082.43325693|-01.09223896
 25751| 5.77|   2.60|    1.64|   -0.34|  0.83|-0.192|082.47822515|+01.78926021
 25768| 5.46|  22.87|   20.84| -131.94|  0.57| 0.615|082.53949875|-47.07765472
 25769| 5.43|   3.50|   -5.92|   -4.77|  0.68| 1.704|082.54250849|+63.06722047
 25790| 5.93|   9.47|  -13.48|  -38.58|  0.89| 0.103|082.60902153|+15.36044913
 25813| 4.20|  11.30|    6.57|  -32.45|  1.01|-0.143|082.69604907|+05.94813905
 25816| 5.99|   8.45|    2.01|  -34.37|  0.81| 1.112|082.70271318|+41.46199446
 25853| 5.53|  12.00|    5.07|  -43.02|  0.79| 0.012|082.78177839|-20.86365911
 25859| 3.86|  11.77|   28.36|  -34.11|  0.51| 1.130|082.80314914|-35.47051883
 25861| 5.46|   2.08|    1.28|   -0.89|  1.11|-0.176|082.81055254|+03.29213294
 25887| 5.86|   6.96|   18.57|   36.13|  0.54| 1.349|082.90001691|-45.92531691
 25918| 5.18|  32.43|  143.20|  287.75|  1.29| 1.130|082.97089829|-76.34096400
 25923| 4.62|   2.11|   -0.54|   -4.44|  0.74|-0.261|082.98274987|-07.30153704
 25930| 2.25|   3.56|    1.67|    0.56|  0.83|-0.175|083.00166968|-00.29909204
 25945| 4.32|   1.70|   -0.34|   -4.51|  0.80| 2.060|083.05312933|+18.59423429
 25950| 5.50|   2.92|   -4.23|  -10.85|  1.57|-0.004|083.05892516|+17.05812808
 25980| 5.34|   1.27|   -2.03|    0.74|  0.82|-0.188|083.17230526|-01.59183113
 25984| 4.71|   0.80|   -1.81|   -4.00|  0.89| 0.281|083.18197064|+32.19202168
 25985| 2.58|   2.54|    3.27|    1.54|  0.72| 0.211|083.18256633|-17.82228853
 25993| 5.45|  18.92|   50.43|  -10.57|  0.52| 1.224|083.21422692|-38.51337151
 26001| 5.34|  14.07|   33.10|   -1.27|  0.52| 1.039|083.24820465|-64.22751731
 26019| 5.75|  11.74|  100.02|  -28.13|  0.56| 1.085|083.28078228|-35.13937610
 26063| 5.36|   1.76|   -0.55|   -0.49|  0.82|-0.175|083.38102748|-01.15607281
 26064| 5.67|   1.74|    0.15|    0.01|  0.85|-0.022|083.38179108|+18.54023094
 26069| 3.76|   3.14|    1.06|   12.56|  0.59| 0.640|083.40632371|-62.48982532
 26093| 5.60|   6.35|   -1.96|   -5.74|  1.01|-0.118|083.47618338|+14.30557814
 26108| 5.92|   3.87|  -13.93|  -19.99|  0.80| 1.535|083.51686455|-01.47025335
 26126| 5.32|   9.45|  -29.35|  -15.82|  0.74| 0.051|083.56988721|+03.76689510
 26169| 5.79|   3.12|    0.06|   37.09|  0.49| 1.717|083.68659394|-73.74127669
 26176| 4.39|   3.31|   -1.24|   -2.49|  0.77|-0.157|083.70515458|+09.48957923
 26197| 5.67|   0.55|    1.02|   -0.27|  1.11|-0.228|083.75419528|-06.00926993
 26199| 4.78|   1.75|    0.59|    0.68|  0.75|-0.248|083.76117307|-06.00202702
 26207| 3.39|   3.09|   -1.03|   -1.86|  0.78|-0.160|083.78448789|+09.93415842
 26215| 5.60|   2.23|    1.45|   -3.76|  0.82| 0.149|083.80516521|+10.24009290
 26219| 5.76|  10.28|   28.70|  117.16|  0.59| 1.120|083.81447813|-33.07972433
 26221| 5.13|  -1.85|   -0.92|    0.13|  2.12| 0.020|083.81860638|-05.38969592
 26235| 4.98|   1.72|    1.68|    1.50|  1.00|-0.097|083.84542001|-05.41605966
 26237| 4.58|   4.15|    4.29|   -7.15|  1.59|-0.183|083.84651740|-04.83835783
 26241| 2.75|   2.46|    2.27|   -0.62|  0.77|-0.210|083.85826030|-05.90990135
 26248| 5.37|   5.44|   14.98|  -20.22|  0.90|-0.092|083.86304209|+24.03958878
 26268| 5.24|   8.80|   -1.44|    8.05|  0.73| 0.269|083.91451758|-04.85606663
 26311| 1.69|   2.43|    1.49|   -1.06|  0.91|-0.184|084.05338934|-01.20191983
 26344| 5.74|   4.37|   -7.14|  -10.59|  0.71| 1.671|084.14674026|+54.42865852
 26345| 5.71|   1.70|    0.00|    0.35|  0.93|-0.212|084.14872314|-06.06475163
 26366| 4.09|  28.10|   96.84| -304.18|  0.91| 0.951|084.22661625|+09.29067267
 26382| 5.53|  18.56|   42.90|  -34.86|  0.86| 0.237|084.26556585|+17.04032437
 26386| 5.97|   3.97|   52.25|  -16.18|  0.82| 1.592|084.26826049|+11.03500456
 26394| 5.65|  54.92|  311.97| 1050.19|  0.45| 0.600|084.29121542|-80.46912192
 26396| 5.83|   6.83|   11.11|  -22.68|  1.91|-0.075|084.28685582|+26.92447310
 26451| 2.97|   7.82|    2.39|  -18.04|  1.02|-0.148|084.41119070|+21.14254914
 26460| 5.28|  23.54|  -37.99|   42.58|  0.62| 0.486|084.43590756|-28.68969042
 26487| 5.87|   5.86|   11.39|  -14.74|  0.98|-0.061|084.50466286|+07.54141958
 26535| 5.96|   2.08|    0.39|   -0.42|  0.75|-0.216|084.65822074|-06.57395870
 26536| 5.40|   7.29|  -21.15|  -11.98|  0.96| 0.450|084.65868856|+30.49241235
 26545| 5.81|   6.65|   -2.31|   21.19|  0.57|-0.078|084.68135383|-40.70730651
 26549| 3.77|   2.84|    4.61|   -0.40|  0.91|-0.190|084.68653333|-02.60006888
 26563| 4.77|  21.24|  -15.00|  -49.55|  2.05| 0.139|084.72117914|-07.21282887
 26594| 4.50|   2.01|    0.76|    0.07|  0.94|-0.098|084.79644308|+04.12146684
 26606| 5.98|   2.77|   -1.48|   -7.25|  0.84| 0.144|084.82630008|+29.21521266
 26624| 5.99|  24.16|   -3.88|    2.10|  0.73| 0.294|084.87979574|-03.56470434
 26634| 2.65|  12.16|   -0.10|  -24.05|  0.60|-0.120|084.91224946|-34.07410786
 26640| 5.18|   6.58|    9.75|  -23.79|  0.89|-0.150|084.93416238|+25.89709109
 26649| 5.44|   8.54|  -15.92|  -31.62|  0.56| 0.913|084.95766851|-32.62921597
 26727| 1.74|   3.99|    3.99|    2.54|  0.79|-0.199|085.18969642|-01.94257224
 26736| 4.95|   1.56|   -1.85|   -0.68|  0.85|-0.197|085.21131127|-01.12878734
 26762| 5.93|  19.46|   12.30|   27.76|  1.04| 0.311|085.27331504|+00.33775349
 26777| 4.84|   4.36|    5.42|  -14.54|  1.23|-0.125|085.32382800|+16.53414784
 26865| 5.88|   4.26|   -0.16|    8.88|  0.67| 0.080|085.55815948|-22.37371529
 26868| 5.29|   8.99|    5.06|   51.30|  0.53|-0.032|085.56331056|-34.66781208
 26882| 5.62|  11.70|   -0.27|  -21.48|  0.65| 1.249|085.61019972|+65.69764919
 26885| 4.90|  10.80|  -55.34|  -14.85|  0.81| 1.144|085.61930036|+01.47462889
 26926| 5.97|  19.94|   12.26|   60.59|  0.83| 0.447|085.72464575|-06.79616764
 26966| 5.73|  14.45|   18.45|  -13.20|  0.76|-0.014|085.84029272|-18.55747532
 27072| 3.59| 111.49| -292.42| -368.45|  0.60| 0.481|086.11579339|-22.44838217
 27100| 4.34|  22.48|  -28.38|    6.12|  0.46| 0.217|086.19324494|-65.73552592
 27196| 5.46|   6.76|  -11.18|  -11.31|  0.86| 0.030|086.47516119|+49.82625534
 27204| 5.18|   2.52|    3.01|  -22.62|  0.55|-0.274|086.49956252|-32.30643495
 27243| 5.31|   7.09|    7.80|   16.33|  0.50| 1.040|086.61405275|-46.59718043
 27249| 5.93|  16.89|   20.18|  -58.91|  0.73| 0.164|086.62662742|+56.11557506
 27253| 5.95|  23.57|  -80.05| -141.79|  0.92| 0.773|086.64546663|+01.16819333
 27265| 6.00|   3.71|    5.36|   -3.04|  0.91|-0.061|086.68956956|+15.82249706
 27280| 5.78|  10.88|  -33.29|  -64.54|  0.86| 0.888|086.71722823|+09.52234276
 27288| 3.55|  46.47|  -14.84|   -1.18|  0.68| 0.104|086.73891997|-14.82195004
